;date;snippet
83;April 03, 2025;Edit: como não é possível responder: Entrei no chat conforme solicitado, mas o atendimento é horrível. Uma resposta a cada 10 minutos, e geralmente sem uma informação relevante. Preciso abrir uma solicitação de alteração de endereço, pois por telefone aparece como CEP indisponível. Me orientaram a abrir pelo app que funciona melhor. Porém no app sempre dá erro quando entro em Abrir Solicitação.
84;April 19, 2025;"Após acessar o app e navegar nele, simplesmente ""congela"" e tenho que sair e voltar para acessar novamente por diversas vezes. Já desinstalei e instalei ,o problema persiste.Resolvam. *Em resposta a VIVO S/A: Creio que minha reclamação não foi bem interpretada ou foi uma AI que me respondeu,mas vamos lá :Quando desinstalei e reinstalei ,já havia feito a limpeza de armazenamento e ""cache""antes de desinstalar ,porém não hove qualquer alteração após reinstalado.Fica a dica🫣🫣."
85;April 22, 2025;por mim nem estrela dava, app lixo, não resolvem nada, não ajudam em nada, o suporte técnico não serve de nada. minha internet acabou recentemente, fiz duas recargas, uma de 20 e outra de 25, mas nada da internet voltar a funcionar, chegou a notificação da recarga por SMS, mas nada de voltar a funcionar. uma baixaria oq fazem nesse app, apenas acessa as faturas ou oq eles querem, mas resolver os nossos problemas ou trocar alguma assinatura sempre está com algum problema no app né. Resolvam isso
86;May 19, 2025;Nada de bom. Estou arrependido de haver mudado da Claro, pois estou sempre com problema na rede. Nestes últimos dias já vieram várias técnicos e não resolveram o problema, que, inicialmente, foi na caixa externa, resolvido, apareceu outro técnico que ao mexer no aparelho não mais consegui acessar os meus aplicativos, constando que o Wi-Fi está desligado, e que precisa de um cabo. Só que antes do técnico vir aqui tudo estava funcionando, sem cabo, após resolver o problema externo.
87;March 19, 2025;Acho péssimo! Tem muitas propagandas e informações inúteis. Para achar o extrato demora mais que um parto natural! Já reclamei várias vezes mas não resolvem. Demoro pra achar as promoções que estão ativas na linha. Tenho 3 linhas e cada uma, por incrível que parece, é diferente. Na conta que meu filho usa que é pré paga as vezes nem extrato tem. Eu nem sei quando os créditos acabam pois é tanta informação de propaganda. VIVO vocês precisam facilitar as coisas! ATUALIZANDO: NÃO EXISTE ESSA OPÇÃO
88;May 03, 2025;Há muita preocupação em encher o cliente de publicidade, mas o que realmente interessa ao cliente, NÃO FUNCIONA!! O app trava, buga e agora, nem aparece sua recarga e consumo. Não tem que ficar tentando resolver cada caso separadamente, TEM QUE CONSERTAR O APLICATIVO!! Tá difícil, hein, VIVO?! 🤦🏻‍♀️
89;April 18, 2025;a internet fibra fica oscilando. Propaganda totalmente enganosa. quando solicitei uma visita do técnico, o mesmo me tratou como analfabeta, foi horrível. Ignorava o que relatava. Pago um valor alto num plano que parece internet discada. terrível!!! Busco solução e não tenho retorno. No passado tive uma boa experiência, por isso retornei com a Vivo. Me arrependo absurdamente. O sinal da fibra e o auxílio da assistência técnica não funciona. Horrível!
90;March 29, 2025;aplicativo super horrível, muito lento e nada funciona como deveria. estou tentando confirmar a identidade para poder ativar os serviços da Amazon prime e Spotify e já fiz essa verificação mais de 20 vezes e até agora nada, sempre falam que precisam de mais tempo para analisar e nunca dão resposta, simplesmente um lixo esse aplicativo.
91;May 31, 2025;Esse aplicativo estava bem lento, e de um tempo pra cá tem melhorado bastante, o visual, a agilidade, mas ainda parece um pouco pesado. Mas parabéns pelas atualizações.
92;March 25, 2025;eu sei que aqui é para avaliar o app, mas, vou falar do sinal da vivo que está péssimo, o sinal sempre fica no mínimo e fica sumindo o sinal direto, a vivo a muito tempo atrás tinha o melhor sinal, chegando a pegar até no meio do mato, agora nem do lado de uma antena que distribui o sinal, já estou pensando seriamente e fazer portabilidade para outra operadora, já precisei fazer uma ligação de emergência e não tinha sinal, vivo melhora isso, porque assim tá difícil!
93;March 27, 2025;Aplicativo baseado somente em promover seus produtos, sem os devidos cuidados com quem mantém tudo isso: o cliente. Frequentemente o suporte sequer abre para você conseguir buscar ajuda. Temos uma dificuldade imensa neste país onde a concorrência é baixa entre essas empresas. Daqui a pouco haverá um comentário ou resposta automática abaixo, repetindo outras já apresentadas aos demais comentários e sem trazer nenhuma orientação prática e resolutiva. O pior é não termos opções tão diferentes.
94;May 23, 2025;Está deixando a desejar. Não atualiza o aplicativo em tempo real e assim fica difícil a gente saber realmente quanto tem de internet por que o real difere do que mostra lá. Até a fatura que a gente paga no pix copiando no app e colando no banco da gente não atualiza em tempo real.
95;May 31, 2025;Uma péssima experiência estou há 2 dias tentando acessar o aplicativo ao qual já sou cliente para pagar uma fatura que está prestes a vencer ( pois tenho o hábito de pagar bem antes do vencimento) mas toda vez que tento entrar no app ele não abre direto como antes , aparece uma página da vivo escrito ( já sou cliente ) e logo abaixo escrito ( ainda não sou cliente , Clico no já sou cliente pois já sou , e não abre aparece uma mensagem dizendo deu erro , tente de novo mas tarde.
96;May 26, 2025;Continuo não conseguindo acessar a fatura. Sempre conseguia por telefone fixo o código de barras e pagava. Venceu ontem 25 e até agora não consigo a fatura para pagar. Já tentei pelo app e nada. Muito complicado no meu caso.
97;May 29, 2025;Péssima operadora, já foi boa, com o passar do tempo só aumentam os valores dos planos, e diminuem a sua internet, e te deixam sem até que você ligue. Atendimento na central de pessoas desqualificadas, oferecimento de promoções falsas e inexistentes quanto há tentativa de portabilidade...
98;March 20, 2025;É bom o aplicativo só que tinha e tem que ter, a opção de pagar quantas faturas quiser, ou seja adiantar, porque se acontece se essa pessoa quiser continuar usando a vivo mas precisa se internar ou fazer um tratamento particular, e essa pessoa não tem com quem contar para fazer isso, e as regras do lugar proíbem o aparelho celular, mas a pessoa não quer seu nome no SPC ou Serasa... Quer continuar usando a vivo seria bom... Concordam comigo!! Seria tão fácil de resolver...Obrigado Pela atenção!
99;May 18, 2025;Tudo que consigo é abrir o aplicativo. De resto nem a senha que tenho anotada num caderno dá certo.... Como me arrependo de ter instalado internet Vivo, misericórdia! É só sentir raiva. Eles não tem a capacidade de enviar a fatura pelo meu email, que foi o trato desde o início. Arrependo de não ter colocado a internet da concorrência. Tenho no meu celular, maravilhoso! Não falha nunca e até o aplicativo funciona! 😔😕bom, gostaria que mandassem a fatura via e-mail. o aplicativo não funciona,
100;May 22, 2025;Realmente é um app que não traz as informações mínimas necessárias, como pagamento, qual o plano que estou cadastrada, o valor... Além disso, não é interativo, nem amigável. Antes ainda conseguia ver os planos de internet residencial e o celular, mas agora, nem isso. Lamentável
101;June 01, 2025;"Terrível a tentativa de acesso da conta pela site usando computador ou notebook. Quando vc tenta pelo APP, aparece sempre a informação: ""Naõ foi possível exibir o consumo. Você pode tentar de novo mais tarde. Ruim de verdade."
102;March 19, 2025;Sou cliente Vivo Controle desde Setembro/2024 e na referida data até aqui Março/2025 foi cobrado juros por atraso de pagamento da minha fatura por dois meses, sendo que o débito é via cartão de crédito que cai direitinho todo mês em meu extrato. Acho que a Vivo deveria atualizar esse aplicativo ou fazer com que o sistema trabalhe rapidamente, pois tudo é muito lento.
103;May 05, 2025;APP INÚTIL!! Não possui as opções para resolver problemas simples de cadastro. A biometria facial não funciona. A Aura só responde com textos básicos que não explicam nada e não ajudam a resolver seu problema... Tiraram do site da VIVO várias opções que ajudavam o cliente e colocaram um página indicando para baixar esse app. No final você tem que ir numa loja para resolver qualquer problema de Internet, tv e telefone fixo.
104;May 26, 2025;"Não consigo fazer nada pelo app. Muitas das funções ficam dando mensagem de ""algo deu errado por aqui"". Muito ruim. 2. depois de fazer o que o desenvolvedor recomendou, continua sem funcionar!"
105;March 19, 2025;"sempre informava o pagamento da fatura e agora depois da última atualização não tenho mais a opção no app. Poderiam arrumar isso por favor. Resposta; Olá! já estive no chat, e não obtive resposta satisfatória. O meu pedido é simples, para que o app tenha a opção de informar um pagamento como antes. Nem mesmo o atendimento via telefone tem mais a mesma opção. Uma mínima ação para uma plena satisfação. Justo, não é mesmo?"
106;March 24, 2025;O pior aplicativo de operadora que conheço, você realiza uma recarga e demora uma eternidade para confirmar o saldo no app, impossibilitando a função de compartilhar a internet de forma imediata, precisa esperar horas para processar o saldo, portanto, o aplicativo é HORRÍVEL! PÉSSIMO! Se for possível, recomendo até trocar de operadora!
107;May 18, 2025;sempre q preciso usar esse aplicativo é uma experiência ruim.Não funciona.Nesse momento estou tentando reativar meu plano de internet pré e não tá funcionando nem esse app neo o telefone.O aplicativo demora muito a responder.Fica rodando e não chega a lugar nenhum.Ligo no telefone,q também não tá funciona pq diz q tá em manutenção e manda para o aplicativo,q também diz q tá em manutenção.Pra quê os 2 canais tão em manutenção ao mesmo tempo? Não era melhor deixar um pelo menos pra poder usar?
108;May 19, 2025;A operadora Vivo é excelente! Sou cliente há quase dois anos e estou muito satisfeito com a qualidade do serviço. O aplicativo é fácil de usar, bem prático. A Vivo tem milhões de clientes no Brasil (mais de 96 milhões, segundo dados da Anatel), o que mostra a confiança que o povo tem nessa operadora. Mas deixo aqui uma sugestão importante: melhorar o sinal em áreas rurais, como fazendas ou lugares mais afastados da cidade.
